S#,SNAME,SEX,BDATE,HEIGHT,DORM
01034916,马骁,女,2003-08-11,1.9,东20舍601
01034917,陈川,男,2002-01-11,1.76,东18舍803
01034918,左烜晅,女,2005-04-09,1.67,东9舍603
01034919,王嘉玮,女,2002-02-08,1.81,东12舍822
01034920,顾爽,男,2005-02-01,1.67,东13舍605
01034921,鲁婷婷,女,2003-02-25,1.67,东7舍103
01034922,段松儒,男,2002-04-23,1.68,东4舍920
01034923,徐晨冉,男,2004-02-25,1.6,东2舍420
01034924,丁清华,男,2003-10-15,1.88,东13舍733
01034925,唐王逊,男,2003-10-20,1.74,东18舍821
01034926,王维一,男,2004-09-15,1.7,东10舍422
01034927,王昭珏,女,2004-12-13,1.72,东7舍813
01034928,辛欣,女,2003-10-11,1.83,东10舍914
01034929,陈苇航,男,2004-12-07,1.75,东4舍301
01034930,赵洛楠,女,2002-07-13,1.85,东1舍322
01034931,杨丁,女,2002-12-31,1.83,东19舍301
01034932,张靖知,男,2002-09-24,1.76,东14舍121
01034933,蒋凯奕,男,2004-01-20,1.64,东1舍232
01034934,吕翊帆,女,2003-08-09,1.59,东11舍230
01034935,李熊霜,女,2002-03-21,1.9,东9舍609
01034936,彭冠辰,男,2003-07-04,1.79,东12舍515
01034937,龚泽,男,2002-01-19,1.89,东17舍417
01034938,陈磊,男,2005-03-25,1.9,东12舍421
01034939,龙佳颖,女,2005-04-06,1.59,东19舍814
01034940,刘一轲,男,2003-07-08,1.64,东11舍118
01034941,虞芃菲,男,2003-09-20,1.81,东21舍232
01034942,周晓艺,女,2003-12-18,1.62,东12舍521
01034943,陈俊如,女,2004-01-04,1.89,东4舍526
01034944,曹涵,男,2005-03-07,1.73,东8舍322
01034945,吴思语,女,2005-09-25,1.84,东3舍816
01034946,夏陈马雅,女,2002-03-01,1.66,东5舍232
01034947,陈嘉诚,男,2003-07-17,1.86,东16舍530
01034948,游东川,男,2003-03-09,1.7,东11舍403
01034949,罗惟惟,女,2005-03-17,1.79,东17舍217
01034950,王凌宇,女,2002-09-09,1.85,东20舍508
01034951,汪韵竹,女,2004-12-31,1.8,东13舍121
01034952,李谦,男,2003-12-04,1.85,东15舍217
01034953,马苗苗,女,2004-06-04,1.66,东15舍103
01034954,马思远,女,2005-02-08,1.83,东14舍932
01034955,刘瑜,男,2003-08-18,1.84,东3舍132
01034956,翟鹏飞,男,2002-03-31,1.87,东17舍723
01034957,张璐,女,2005-12-21,1.72,东21舍423
01034958,何川疆,男,2004-03-17,1.88,东21舍520
01034959,李学博,女,2003-03-25,1.78,东19舍426
01034960,刘锦钰,女,2002-09-14,1.71,东11舍923
01034961,李煜杰,男,2005-04-07,1.74,东2舍805
01034962,甘海梦,女,2002-09-20,1.79,东13舍432
01034963,赖鹏宇,男,2005-11-28,1.76,东16舍408
01034964,赵海燕,女,2004-03-11,1.82,东21舍605
01034965,陈嘉祺,男,2002-09-26,1.7,东5舍911
01034966,盛志璇,女,2005-06-20,1.85,东2舍303
01034967,周迪,女,2002-05-11,1.73,东10舍331
01034968,高莉,女,2003-11-06,1.61,东12舍330
01034969,张信志,男,2002-12-10,1.66,东17舍327
01034970,李翔,女,2002-09-09,1.7,东6舍420
01034971,张硕,男,2002-03-13,1.85,东6舍916
01034972,申其淇,女,2005-02-11,1.64,东7舍516
01034973,刘思彤,女,2003-05-18,1.79,东21舍820
01034974,勾宇威,女,2003-01-24,1.86,东18舍510
01034975,陆胜,男,2004-10-06,1.82,东8舍924
01034976,张凯文,男,2003-12-08,1.63,东1舍525
01034977,韩伯楠,男,2005-09-16,1.62,东21舍302
01034978,许杨波,男,2004-10-14,1.69,东15舍726
01034979,陈文韬,男,2004-09-24,1.81,东9舍502
01034980,赵子溢,男,2005-07-20,1.84,东1舍708
01034981,于宵,男,2003-10-27,1.69,东11舍116
01034982,付文斌,男,2002-11-11,1.63,东16舍818
01034983,冯思琦,女,2004-06-23,1.69,东9舍731
01034984,方辰左,男,2002-07-28,1.84,东19舍902
01034985,王恒志,男,2005-05-11,1.68,东17舍303
01034986,伍木子悦,女,2005-12-02,1.87,东19舍733
01034987,张晓岚,女,2003-12-25,1.62,东14舍526
01034988,李舒怡,女,2005-02-21,1.83,东6舍507
01034989,毛凌潇,女,2002-11-15,1.71,东1舍129
01034990,李俊慧,男,2003-07-30,1.83,东1舍907
01034991,王志涵,男,2005-01-12,1.87,东7舍806
01034992,袁晓霜,女,2003-09-17,1.74,东19舍408
01034993,李恒霄,女,2005-05-17,1.88,东12舍323
01034994,朱鹏飞,男,2003-11-16,1.76,东7舍926
01034995,唐蔚,女,2005-05-05,1.58,东8舍823
01034996,胥静宜,女,2004-09-25,1.72,东1舍717
01034997,董昱,女,2002-06-10,1.88,东20舍326
01034998,孙亮亮,男,2003-09-30,1.9,东16舍818
01034999,唐李蕊乡,女,2002-03-30,1.59,东5舍603
01035000,陈星源,男,2005-01-10,1.65,东20舍810
01035001,宋元明,男,2005-06-26,1.81,东11舍329
01035002,温子柠,女,2005-05-15,1.72,东2舍605
01035003,娄刚,男,2005-02-27,1.88,东8舍310
01035004,王哲睿,男,2002-05-12,1.63,东1舍616
01035005,李子瑶,女,2004-04-15,1.62,东20舍925
01035006,陈楚,男,2003-07-01,1.74,东1舍807
01035007,陈杉,女,2004-12-30,1.85,东18舍205
01035008,欧阳宇卿,女,2005-10-28,1.77,东8舍124
01035009,顾兆元,男,2003-01-29,1.65,东14舍832
01035010,孙雯,女,2004-03-13,1.78,东3舍313
01035011,徐家昂,男,2002-12-30,1.81,东11舍209
01035012,袁梦,女,2004-05-24,1.58,东9舍821
01035013,陈子扬,女,2003-08-09,1.72,东10舍922
01035014,王世达,男,2004-01-09,1.77,东21舍614
01035015,孙玉霞,女,2003-06-08,1.8,东13舍115
01035016,赵茜,女,2005-08-27,1.73,东12舍128
01035017,朱淑媛,女,2003-08-31,1.75,东15舍221
01035018,杨筱雪,女,2002-11-07,1.69,东10舍907
01035019,刘子赫,男,2002-03-12,1.79,东20舍513
01035020,李丁玲,女,2002-08-05,1.66,东13舍318
01035021,唐惠钰,女,2002-10-29,1.66,东14舍132
01035022,武靖雅,女,2005-08-06,1.81,东10舍831
01035023,曹致渌,女,2005-12-31,1.78,东19舍514
01035024,冯思渊,男,2002-11-17,1.78,东3舍920
01035025,陶韫琦,男,2004-01-20,1.71,东13舍723
01035026,黄嘉泰,男,2002-12-01,1.69,东13舍420
01035027,杨程,男,2003-04-26,1.7,东9舍226
01035028,任宇,男,2003-05-08,1.81,东16舍513
01035029,周继轩,男,2002-04-04,1.81,东3舍212
01035030,韩伯楠,男,2004-04-01,1.59,东2舍103
01035031,王玥,女,2004-05-02,1.75,东13舍806
01035032,谭江,男,2004-07-18,1.84,东18舍130
01035033,雷莉娅,女,2004-02-26,1.84,东20舍524
01035034,姜虹宇,男,2004-08-29,1.85,东19舍406
01035035,靳仕亨,男,2002-06-17,1.63,东21舍807
01035036,贺平,男,2002-09-06,1.74,东13舍509
01035037,龙康清,女,2005-01-12,1.83,东4舍220
01035038,吕绚黎,女,2003-09-10,1.75,东10舍213
01035039,谢丰羽,男,2004-10-14,1.88,东10舍425
01035040,宁跃峰,女,2005-08-18,1.9,东12舍927
01035041,于泽源,男,2003-10-17,1.89,东2舍123
01035042,王梓,男,2002-08-21,1.7,东9舍828
01035043,毛沈艺,女,2003-07-17,1.86,东13舍311
01035044,刘佳齐,女,2002-02-17,1.74,东5舍411
01035045,郭俊良,男,2002-09-23,1.67,东17舍319
01035046,李晓东,男,2005-06-20,1.7,东21舍211
01035047,蒿思嘉,女,2005-05-13,1.64,东1舍626
01035048,杨贵林,女,2002-10-16,1.63,东17舍121
01035049,蔡泽昆,男,2004-08-03,1.68,东15舍810
01035050,贾浩,男,2002-06-07,1.64,东17舍414
01035051,杨思莹,女,2004-02-29,1.82,东13舍506
01035052,潘晓奇,男,2003-07-29,1.7,东17舍101
01035053,张思远,男,2003-03-06,1.84,东19舍201
01035054,刘伟强,男,2003-01-23,1.78,东8舍618
01035055,兰健,男,2003-01-16,1.64,东20舍724
01035056,任予琛,男,2005-03-11,1.75,东2舍106
01035057,谢珊,女,2003-12-13,1.71,东19舍230
01035058,杜浩然,男,2003-10-09,1.85,东17舍226
01035059,于肇鑫,女,2005-12-30,1.73,东5舍826
01035060,廖延江,男,2003-01-02,1.83,东17舍920
01035061,胡正,男,2005-11-17,1.71,东11舍915
01035062,邢蓉,女,2005-10-31,1.81,东16舍627
01035063,孙馨,女,2005-07-22,1.73,东17舍404
01035064,岳天雨,女,2004-10-11,1.7,东2舍733
01035065,刘一尧,男,2002-08-28,1.87,东15舍229
01035066,李昌锦,男,2005-02-27,1.82,东8舍413
01035067,刘齐家,男,2003-05-27,1.84,东5舍404
01035068,牛苗苗,女,2003-08-16,1.7,东3舍115
01035069,李泽群,男,2002-10-14,1.84,东13舍721
01035070,尹子尤,男,2002-06-15,1.77,东14舍120
01035071,王蕾,女,2004-02-07,1.64,东4舍625
01035072,徐若凡,女,2005-11-19,1.87,东1舍912
01035073,袁楚乔,女,2003-09-28,1.66,东8舍103
01035074,陈溟鲲,男,2003-02-28,1.59,东15舍314
01035075,刘港琛,男,2003-06-24,1.66,东12舍222
01035076,耿楚仪,女,2003-01-09,1.8,东18舍410
01035077,岑璐宇,女,2003-08-27,1.58,东21舍409
01035078,李依伦,女,2004-03-07,1.66,东9舍320
01035079,刘凯奇,男,2002-06-05,1.85,东7舍212
01035080,黄知劼,男,2002-07-20,1.64,东17舍133
01035081,苗祺,男,2002-11-12,1.73,东20舍522
01035082,闫世赓,男,2004-11-11,1.78,东6舍818
01035083,冼晨琪,女,2004-07-30,1.68,东6舍901
01035084,戴秋潮,男,2002-06-21,1.78,东14舍615
01035085,杨明钰,男,2003-08-28,1.68,东16舍725
01035086,李北辰,男,2002-08-16,1.78,东14舍327
01035087,李颖,女,2002-12-29,1.84,东18舍321
01035088,李茜,女,2005-05-09,1.69,东18舍602
01035089,程鸿武,男,2003-08-10,1.88,东11舍916
01035090,姜宇婷,女,2005-04-24,1.62,东3舍312
01035091,吴沛航,男,2005-11-29,1.63,东9舍809
01035092,金逸帆,男,2004-12-07,1.73,东18舍716
01035093,肖正君,男,2003-04-07,1.8,东6舍818
01035094,陈钊希,男,2002-04-15,1.65,东16舍130
01035095,虞立人,男,2002-10-29,1.88,东14舍619
01035096,赵彥皓,男,2005-09-03,1.6,东8舍526
01035097,宋博,女,2004-05-09,1.68,东2舍821
01035098,娄洋,女,2005-03-31,1.73,东3舍614
01035099,吴乐蒙,男,2002-11-29,1.8,东9舍106
01035100,徐进,男,2005-12-17,1.83,东7舍525
01035101,黄鸿平,男,2003-11-28,1.62,东1舍624
01035102,谭潇,男,2004-08-12,1.71,东9舍329
01035103,唐楚凝,女,2003-02-15,1.71,东1舍128
01035104,任子禹,男,2005-11-03,1.59,东19舍823
01035105,李青,女,2002-09-01,1.7,东3舍312
01035106,王礼佳,男,2005-03-28,1.88,东1舍407
01035107,梅新章,男,2002-05-15,1.69,东14舍408
01035108,方言,男,2003-02-23,1.76,东19舍130
01035109,李鹏,男,2004-04-03,1.89,东9舍523
01035110,段本英,男,2003-12-02,1.64,东4舍916
01035111,刘雯韬,女,2005-08-13,1.71,东21舍717
01035112,张森垚,男,2002-12-25,1.89,东15舍721
01035113,高铭,男,2003-01-10,1.78,东3舍523
01035114,封佳秀,女,2002-10-12,1.8,东3舍330
01035115,梁家杰,男,2002-01-05,1.68,东3舍216
01035116,韩昊,女,2002-08-30,1.62,东13舍330
01035117,甘草,女,2004-09-18,1.78,东1舍622
01035118,郭怡兰,女,2005-03-30,1.6,东8舍719
01035119,陈玉,女,2003-10-14,1.8,东4舍426
01035120,卢心瑜,男,2004-12-21,1.64,东11舍521
01035121,李柯,男,2004-01-09,1.74,东10舍108
01035122,张婉倩,女,2003-08-02,1.89,东20舍214
01035123,李宏亮,男,2002-12-14,1.88,东18舍425
01035124,刘斌,男,2003-09-15,1.66,东20舍401
01035125,姜炜,女,2002-03-29,1.65,东20舍103
01035126,谢映菡,女,2005-12-12,1.83,东4舍830
01035127,王曦,男,2002-03-26,1.61,东18舍525
01035128,林震岚,女,2002-01-15,1.81,东18舍523
01035129,曲一鸣,女,2005-06-20,1.82,东8舍432
01035130,秦婉,女,2003-01-22,1.8,东20舍322
01035131,冯璐,女,2002-11-25,1.86,东4舍433
01035132,张馨予,女,2002-09-30,1.59,东17舍406
01035133,周智慧,女,2005-06-05,1.71,东4舍611
01035134,李远凤,女,2003-04-27,1.77,东5舍508
01035135,顾倍源,女,2004-06-06,1.76,东12舍922
01035136,解雨飞,男,2002-06-20,1.69,东15舍810
01035137,唐悦婷,女,2005-01-18,1.77,东18舍109
01035138,张雪纯,女,2005-09-12,1.66,东6舍323
01035139,周承千,男,2005-09-08,1.9,东19舍912
01035140,刘伟,男,2003-11-07,1.6,东11舍831
01035141,范操琦,男,2002-03-02,1.82,东14舍531
01035142,王呈贵,男,2005-10-16,1.83,东12舍424
01035143,罗自奔,男,2002-11-18,1.66,东15舍124
01035144,高雪原,男,2002-04-23,1.73,东17舍805
01035145,刘鸣章,男,2004-03-27,1.85,东12舍520
01035146,孙凤梧,男,2003-06-22,1.75,东18舍710
01035147,宋盈,女,2005-06-09,1.79,东6舍904
01035148,孙鹏,男,2002-05-24,1.71,东20舍402
01035149,胡敬,男,2005-12-23,1.81,东2舍132
01035150,王匡嵘,女,2005-05-31,1.7,东15舍403
01035151,亓浩然,男,2005-08-28,1.89,东20舍332
01035152,赵子琪,女,2003-11-26,1.9,东9舍921
01035153,丁立洋,男,2005-11-21,1.89,东13舍625
01035154,潘心怡,女,2005-06-23,1.65,东6舍120
01035155,赵婧妤,女,2003-04-15,1.74,东1舍821
01035156,王腾慧,女,2003-10-23,1.8,东6舍121
01035157,吴翊铭,男,2002-07-22,1.59,东8舍606
01035158,彭玮华,男,2005-04-01,1.75,东9舍104
01035159,刘芊悦,女,2002-07-08,1.76,东17舍310
01035160,李学博,女,2004-02-13,1.61,东10舍324
01035161,李源纯,女,2004-01-06,1.72,东1舍509
01035162,谢晓琴,女,2004-09-10,1.74,东12舍703
01035163,陈楚凡,男,2003-06-09,1.66,东18舍502
01035164,蔡月琳,女,2005-01-14,1.86,东7舍815
01035165,肖雄,男,2002-06-06,1.73,东7舍725
01035166,孙嘉隆,男,2002-01-05,1.86,东14舍902
01035167,蒋淑伊,女,2003-01-08,1.68,东3舍201
01035168,陈星贝,女,2002-04-22,1.7,东8舍803
01035169,王皓静,女,2005-07-07,1.68,东9舍311
01035170,牛行知,男,2002-12-06,1.75,东15舍412
01035171,毛晓林,女,2004-01-16,1.59,东3舍731
01035172,史圆圆,女,2004-01-06,1.59,东3舍111
01035173,冯天,女,2002-12-31,1.59,东3舍718
01035174,孙铮,男,2005-05-30,1.68,东3舍817
01035175,丁潇潇,女,2003-03-11,1.7,东4舍126
01035176,孙宝石,男,2004-05-08,1.75,东19舍323
01035177,戴腾跃,男,2003-01-20,1.75,东14舍206
01035178,陈地长,男,2005-02-15,1.69,东17舍132
01035179,陆寰,男,2002-07-17,1.62,东20舍410
01035180,秦晓龙,男,2005-05-07,1.62,东9舍917
01035181,赵蓉,女,2002-02-13,1.7,东3舍508
01035182,谢晨露,女,2002-11-28,1.81,东9舍701
01035183,陈陆洋,男,2004-04-02,1.69,东7舍209
01035184,张智尧,男,2004-05-22,1.84,东6舍316
01035185,冯舒翔,男,2005-12-13,1.59,东11舍620
01035186,谢思桐,女,2004-10-29,1.63,东15舍802
01035187,史翔,男,2004-03-12,1.72,东7舍218
01035188,张放,男,2004-03-06,1.67,东7舍101
01035189,李娜,女,2002-12-30,1.59,东11舍311
01035190,李斯昆,男,2003-01-18,1.58,东18舍527
01035191,杜盼盼,女,2004-02-02,1.64,东11舍110
01035192,詹秀洁,女,2003-12-13,1.73,东19舍517
01035193,杨陈秀一,女,2003-12-05,1.76,东17舍602
01035194,范婷贤,女,2003-10-01,1.75,东11舍124
01035195,陈志鹏,男,2002-08-17,1.68,东11舍122
01035196,王偲,女,2003-04-24,1.72,东4舍524
01035197,周可人,男,2003-10-26,1.82,东3舍716
01035198,王学知,男,2005-11-01,1.67,东8舍202
01035199,林楠,女,2003-05-27,1.89,东12舍814
01035200,张天宇,男,2004-04-21,1.83,东16舍731
01035201,单旷怡,男,2003-07-04,1.8,东9舍409
01035202,张楚欣,女,2003-09-23,1.89,东8舍624
01035203,蒋黄麒,男,2005-04-21,1.78,东16舍624
01035204,郭冰鑫,女,2005-05-21,1.77,东12舍816
01035205,蔡汶轩,男,2005-09-30,1.67,东5舍121
01035206,孙璐迪,男,2003-09-25,1.89,东19舍510
01035207,邵成武,男,2005-10-16,1.76,东18舍513
01035208,李泽正,男,2004-03-16,1.63,东4舍406
01035209,叶圣哲,男,2004-07-29,1.82,东16舍102
01035210,徐义深,男,2002-09-01,1.88,东21舍316
01035211,栾泽明,男,2002-02-14,1.68,东14舍602
01035212,杨泓,男,2002-12-05,1.84,东2舍419
01035213,刘立乐,女,2005-09-07,1.6,东9舍417
01035214,顾榕,女,2005-12-06,1.9,东16舍107
01035215,王嘉程,男,2005-04-27,1.79,东14舍921
01035216,胡世强,男,2005-01-18,1.58,东20舍629
01035217,王庚,男,2002-01-20,1.69,东15舍512
01035218,刘柯,男,2003-04-30,1.71,东20舍921
01035219,李苑捷,男,2005-10-31,1.85,东11舍511
01035220,陆天怡,女,2004-12-29,1.86,东7舍533
01035221,冯子健,男,2005-03-05,1.83,东6舍323
01035222,刘恒辰,男,2003-12-17,1.86,东19舍917
01035223,方昱沣,女,2005-09-02,1.62,东18舍226
01035224,邓艺,女,2002-09-16,1.67,东20舍831
01035225,安云翔,男,2003-04-25,1.82,东14舍130
01035226,唐哲恒,男,2003-08-15,1.81,东5舍720
01035227,周燕,女,2003-12-24,1.66,东6舍727
01035228,叶德铭,男,2005-02-13,1.78,东6舍115
01035229,余潇,男,2005-12-02,1.74,东19舍717
01035230,杨子豪,男,2004-03-31,1.77,东10舍220
01035231,刘含,女,2003-06-05,1.6,东14舍630
01035232,吴博川,男,2002-03-13,1.71,东20舍801
01035233,陈煜楠,男,2003-05-28,1.71,东17舍308
01035234,陈志鹏,男,2003-10-16,1.77,东8舍718
01035235,魏宏冰,女,2005-07-20,1.9,东10舍929
01035236,李巍,男,2005-06-03,1.67,东20舍726
01035237,马思源,男,2004-06-11,1.74,东2舍827
01035238,黄君尧,男,2005-08-04,1.65,东12舍801
01035239,徐冉,女,2002-10-29,1.62,东5舍815
01035240,李泽乾,男,2003-04-19,1.78,东17舍628
01035241,王若一,男,2004-11-25,1.79,东1舍824
01035242,余梦霞,女,2002-02-25,1.68,东18舍921
01035243,周迪,女,2003-09-25,1.6,东17舍313
01035244,邹颜鞠,女,2003-01-01,1.61,东7舍832
01035245,黄雅擎,女,2003-03-26,1.86,东19舍201
01035246,戎挺,男,2003-03-18,1.62,东19舍723
01035247,刘瑜,女,2004-10-12,1.79,东9舍911
01035248,张宇轩,男,2003-03-30,1.88,东20舍524
01035249,袁德政,男,2005-09-27,1.69,东16舍813
01035250,张梦莹,女,2004-05-23,1.65,东12舍223
01035251,潘仕林,男,2003-05-03,1.74,东14舍813
01035252,魏子杰,男,2004-03-01,1.66,东6舍906
01035253,姚尧,男,2002-08-24,1.78,东10舍502
01035254,陈行知,男,2005-08-25,1.79,东16舍417
01035255,曲金星,男,2003-01-01,1.83,东8舍625
01035256,徐峰,男,2002-06-13,1.7,东3舍733
01035257,钱伟,男,2002-10-20,1.71,东2舍208
01035258,陈劲松,男,2003-11-09,1.69,东16舍609
01035259,张楚晗,女,2004-01-30,1.9,东1舍205
01035260,唐赫男,女,2002-01-30,1.7,东14舍719
01035261,谢珍珍,女,2005-02-03,1.65,东5舍108
01035262,许焜炜,女,2004-07-30,1.69,东14舍411
01035263,赵甘霖,男,2004-05-27,1.78,东1舍514
01035264,毛晓林,女,2002-02-18,1.62,东6舍605
01035265,成豪,男,2005-01-26,1.75,东20舍725
01035266,税圣杰,男,2003-01-13,1.77,东8舍509
01035267,许凯,男,2002-11-24,1.81,东12舍621
01035268,梁嘉怡,女,2002-02-27,1.59,东18舍513
01035269,林晶晶,女,2004-05-02,1.76,东4舍615
01035270,赵倩,女,2002-01-10,1.59,东12舍829
01035271,徐玥,女,2003-08-31,1.7,东8舍328
01035272,李强,男,2002-08-21,1.78,东13舍320
01035273,佘丽,女,2004-03-07,1.7,东7舍632
01035274,兰婧秋,女,2003-04-18,1.87,东11舍206
01035275,龙姿羽,女,2004-07-16,1.64,东8舍203
01035276,欧阳嘉毅,男,2002-07-24,1.8,东7舍726
01035277,张磊,男,2004-01-08,1.58,东3舍527
01035278,邓亚强,男,2005-08-08,1.6,东18舍203
01035279,张罗允,女,2003-12-10,1.65,东12舍320
01035280,蒋文,男,2004-02-04,1.75,东6舍407
01035281,石然,女,2002-09-09,1.6,东16舍929
01035282,李沛,女,2004-01-30,1.79,东11舍605
01035283,陈骁宇,男,2004-08-21,1.77,东20舍232
01035284,潘越,男,2002-03-22,1.59,东1舍210
01035285,吴丹萍,女,2005-08-02,1.83,东15舍726
01035286,田波,男,2003-08-17,1.61,东15舍923
01035287,曾楚伦,女,2002-01-02,1.77,东17舍107
01035288,李东徽,男,2003-02-26,1.75,东11舍813
01035289,顾秋仪,女,2002-12-07,1.66,东21舍332
01035290,童瑶,女,2004-07-20,1.79,东18舍810
01035291,茹炳华,女,2002-05-29,1.65,东1舍618
01035292,潘蔚琳,女,2003-01-02,1.6,东17舍830
01035293,才子聪,男,2002-05-23,1.63,东20舍916
01035294,刘焱欣,男,2004-11-10,1.86,东7舍315
01035295,罗瑞,男,2002-09-07,1.76,东5舍114
01035296,刘世宽,男,2005-07-17,1.78,东15舍232
01035297,郭奕萱,女,2004-06-02,1.71,东17舍107
01035298,张静怡,女,2002-07-07,1.61,东7舍720
01035299,马莹祎,女,2005-07-04,1.85,东13舍320
01035300,刘竞一,女,2004-06-03,1.74,东3舍428
01035301,李雪萍,女,2003-08-17,1.8,东13舍923
01035302,刘佳玉,女,2003-12-11,1.88,东2舍414
01035303,于文静,女,2002-06-10,1.62,东11舍312
01035304,谢应明,男,2002-03-18,1.79,东19舍801
01035305,夏秋艳,女,2004-02-04,1.64,东21舍913
01035306,吴凯,男,2004-06-20,1.82,东7舍708
01035307,唐隽雯,女,2004-05-05,1.6,东12舍913
01035308,叶薇,女,2005-04-20,1.86,东10舍513
01035309,袁锐,男,2002-11-14,1.72,东19舍223
01035310,陈一帆,男,2005-04-19,1.73,东19舍702
01035311,应子奇,男,2003-11-22,1.76,东13舍101
01035312,宋普宁,男,2005-02-16,1.62,东8舍629
01035313,万亚捷,男,2002-10-01,1.8,东21舍223
01035314,韩梦婷,女,2002-03-05,1.77,东7舍408
01035315,杨雨宁,女,2005-07-10,1.77,东2舍331
01035316,雷勤,女,2002-04-29,1.62,东14舍625
01035317,郝汉,男,2002-10-18,1.76,东3舍715
01035318,罗蕊寒,女,2005-05-31,1.68,东19舍306
01035319,包诚杨,女,2004-10-10,1.71,东9舍616
01035320,李佳露,女,2003-06-01,1.61,东15舍731
01035321,吕秋虹,女,2003-03-31,1.66,东15舍405
01035322,刘奕伶,女,2005-02-15,1.61,东21舍320
01035323,杨巍璐,女,2002-10-26,1.6,东18舍908
01035324,米慧,女,2005-11-22,1.8,东5舍229
01035325,刘晨,男,2003-06-08,1.83,东9舍631
01035326,章天娇,女,2004-12-06,1.85,东17舍901
01035327,胡宏根,男,2003-06-17,1.78,东9舍414
01035328,余洋,男,2003-10-11,1.87,东16舍818
01035329,毛璐,女,2005-12-01,1.67,东17舍930
01035330,秦齐,男,2003-11-04,1.9,东6舍409
01035331,吕洋,女,2002-07-14,1.76,东18舍913
01035332,唐维钊,男,2002-08-24,1.71,东7舍231
